2017NAICS;PART_NAICS;ISIC4;PART_ISIC4;ISIC4_TITLE;NOTES
331314;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331315;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331318;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331318;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
331318;1;2732;1;Manufacture of other electronic and electric wires and cables;
331410;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331420;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331420;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
331420;1;2732;1;Manufacture of other electronic and electric wires and cables;
331491;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331491;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
331492;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
331511;1;2431;1;Casting of iron and steel;
331511;1;2823;1;Manufacture of machinery for metallurgy;
331512;1;2431;1;Casting of iron and steel;
331513;1;2431;1;Casting of iron and steel;
331523;1;2432;1;Casting of non-ferrous metals;
331524;1;2432;1;Casting of non-ferrous metals;
331529;1;2432;1;Casting of non-ferrous metals;
332111;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
332112;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
332114;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
332117;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
332119;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
332119;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332215;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
332215;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332215;1;3290;1;Other manufacturing n.e.c.;
332216;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
332216;1;2790;1;Manufacture of other electrical equipment;
332216;1;2816;1;Manufacture of lifting and handling equipment;
332216;1;2819;1;Manufacture of other general-purpose machinery;
332216;1;2821;1;Manufacture of agricultural and forestry machinery;
332311;1;2511;1;Manufacture of structural metal products;
332312;1;2511;1;Manufacture of structural metal products;
332312;1;3011;1;Building of ships and floating structures;
332312;1;3012;1;Building of pleasure and sporting boats;
332313;1;2511;1;Manufacture of structural metal products;
332313;1;2512;1;Manufacture of tanks, reservoirs and containers of metal;
332313;1;2513;1;Manufacture of steam generators, except central heating hot water boilers;
332313;1;2816;1;Manufacture of lifting and handling equipment;
332313;1;2823;1;Manufacture of machinery for metallurgy;
332313;1;3011;1;Building of ships and floating structures;
332321;1;2511;1;Manufacture of structural metal products;
332322;1;2511;1;Manufacture of structural metal products;
332322;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332323;1;2511;1;Manufacture of structural metal products;
332323;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332410;1;2513;1;Manufacture of steam generators, except central heating hot water boilers;
332410;1;2819;1;Manufacture of other general-purpose machinery;
332420;1;2512;1;Manufacture of tanks, reservoirs and containers of metal;
332420;1;2819;1;Manufacture of other general-purpose machinery;
332420;1;2823;1;Manufacture of machinery for metallurgy;
332420;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
332431;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332439;1;2512;1;Manufacture of tanks, reservoirs and containers of metal;
332439;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332439;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
332510;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
332613;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332618;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332618;1;3290;1;Other manufacturing n.e.c.;
332710;1;2592;1;"Treatment and coating of metals; machining";
332721;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332722;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
332811;1;2592;1;"Treatment and coating of metals; machining";
332812;1;2592;1;"Treatment and coating of metals; machining";
332813;1;2592;1;"Treatment and coating of metals; machining";
332911;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
332912;1;2410;1;Manufacture of basic iron and steel;
332912;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
332912;1;2812;1;Manufacture of fluid power equipment;
332913;1;2220;1;Manufacture of plastics products;
332913;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
332913;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
332919;1;2410;1;Manufacture of basic iron and steel;
332919;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
332919;1;2819;1;Manufacture of other general-purpose machinery;
332991;1;2814;1;Manufacture of bearings, gears, gearing and driving elements;
332992;1;1709;1;Manufacture of other articles of paper and paperboard;
332992;1;2029;1;Manufacture of other chemical products n.e.c.;
332992;1;2520;1;Manufacture of weapons and ammunition;
332993;1;2029;1;Manufacture of other chemical products n.e.c.;
332993;1;2520;1;Manufacture of weapons and ammunition;
332994;1;2520;1;Manufacture of weapons and ammunition;
332996;1;2410;1;Manufacture of basic iron and steel;
332996;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
332999;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
332999;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
332999;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
332999;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
333111;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
333111;1;2818;1;Manufacture of power-driven hand tools;
333111;1;2821;1;Manufacture of agricultural and forestry machinery;
333111;1;2825;1;Manufacture of machinery for food, beverage and tobacco processing;
333111;1;2826;1;Manufacture of machinery for textile, apparel and leather production;
333112;1;2818;1;Manufacture of power-driven hand tools;
333112;1;2821;1;Manufacture of agricultural and forestry machinery;
333112;1;3099;1;Manufacture of other transport equipment n.e.c.;
333120;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
333120;1;2816;1;Manufacture of lifting and handling equipment;
333120;1;2818;1;Manufacture of power-driven hand tools;
333120;1;2819;1;Manufacture of other general-purpose machinery;
333120;1;2821;1;Manufacture of agricultural and forestry machinery;
333120;1;2824;1;Manufacture of machinery for mining, quarrying and construction;
333131;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
333131;1;2816;1;Manufacture of lifting and handling equipment;
333131;1;2818;1;Manufacture of power-driven hand tools;
333131;1;2824;1;Manufacture of machinery for mining, quarrying and construction;
333131;1;3020;1;Manufacture of railway locomotives and rolling stock;
333132;1;2824;1;Manufacture of machinery for mining, quarrying and construction;
333241;1;2819;1;Manufacture of other general-purpose machinery;
333241;1;2825;1;Manufacture of machinery for food, beverage and tobacco processing;
333242;1;2829;1;Manufacture of other special-purpose machinery;
333243;1;2821;1;Manufacture of agricultural and forestry machinery;
333243;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333243;1;2829;1;Manufacture of other special-purpose machinery;
333244;1;2829;1;Manufacture of other special-purpose machinery;
333249;1;2815;1;Manufacture of ovens, furnaces and furnace burners;
333249;1;2819;1;Manufacture of other general-purpose machinery;
333249;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333249;1;2823;1;Manufacture of machinery for metallurgy;
333249;1;2825;1;Manufacture of machinery for food, beverage and tobacco processing;
333249;1;2826;1;Manufacture of machinery for textile, apparel and leather production;
333249;1;2829;1;Manufacture of other special-purpose machinery;
333249;1;3250;1;Manufacture of medical and dental instruments and supplies;
333314;1;2670;1;Manufacture of optical instruments and photographic equipment;
333316;1;2670;1;Manufacture of optical instruments and photographic equipment;
333316;1;2817;1;Manufacture of office machinery and equipment (except computers and peripheral equipment);
333318;1;2790;1;Manufacture of other electrical equipment;
333318;1;2817;1;Manufacture of office machinery and equipment (except computers and peripheral equipment);
333318;1;2819;1;Manufacture of other general-purpose machinery;
333318;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333318;1;2825;1;Manufacture of machinery for food, beverage and tobacco processing;
333318;1;2826;1;Manufacture of machinery for textile, apparel and leather production;
333318;1;2829;1;Manufacture of other special-purpose machinery;
333318;1;3030;1;Manufacture of air and spacecraft and related machinery;
333318;1;3290;1;Other manufacturing n.e.c.;
333413;1;2819;1;Manufacture of other general-purpose machinery;
333414;1;2512;1;Manufacture of tanks, reservoirs and containers of metal;
333414;1;2815;1;Manufacture of ovens, furnaces and furnace burners;
333415;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
333415;1;2815;1;Manufacture of ovens, furnaces and furnace burners;
333415;1;2819;1;Manufacture of other general-purpose machinery;
333511;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
333514;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
333514;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333515;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
333515;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333517;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333517;1;2823;1;Manufacture of machinery for metallurgy;
333519;1;2822;1;Manufacture of metal-forming machinery and machine tools;
333519;1;2823;1;Manufacture of machinery for metallurgy;
333611;1;2811;1;Manufacture of engines and turbines, except aircraft, vehicle and cycle engines;
333612;1;2814;1;Manufacture of bearings, gears, gearing and driving elements;
333613;1;2814;1;Manufacture of bearings, gears, gearing and driving elements;
333618;1;2790;1;Manufacture of other electrical equipment;
333618;1;2811;1;Manufacture of engines and turbines, except aircraft, vehicle and cycle engines;
333618;1;2910;1;Manufacture of motor vehicles;
333618;1;3091;1;Manufacture of motorcycles;
333912;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
333912;1;2819;1;Manufacture of other general-purpose machinery;
333914;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
333921;1;2816;1;Manufacture of lifting and handling equipment;
333922;1;2816;1;Manufacture of lifting and handling equipment;
333922;1;2824;1;Manufacture of machinery for mining, quarrying and construction;
333923;1;2816;1;Manufacture of lifting and handling equipment;
333923;1;3020;1;Manufacture of railway locomotives and rolling stock;
333924;1;2816;1;Manufacture of lifting and handling equipment;
333924;1;3099;1;Manufacture of other transport equipment n.e.c.;
333991;1;2818;1;Manufacture of power-driven hand tools;
333991;1;2819;1;Manufacture of other general-purpose machinery;
333992;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
333992;1;2710;1;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;
333992;1;2790;1;Manufacture of other electrical equipment;
333992;1;2819;1;Manufacture of other general-purpose machinery;
333993;1;2819;1;Manufacture of other general-purpose machinery;
333994;1;2815;1;Manufacture of ovens, furnaces and furnace burners;
333995;1;2812;1;Manufacture of fluid power equipment;
333996;1;2812;1;Manufacture of fluid power equipment;
333997;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
333997;1;2819;1;Manufacture of other general-purpose machinery;
333999;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
333999;1;2815;1;Manufacture of ovens, furnaces and furnace burners;
333999;1;2816;1;Manufacture of lifting and handling equipment;
333999;1;2819;1;Manufacture of other general-purpose machinery;
333999;1;2829;1;Manufacture of other special-purpose machinery;
333999;1;3250;1;Manufacture of medical and dental instruments and supplies;
334111;1;2620;1;Manufacture of computers and peripheral equipment;
334112;1;2620;1;Manufacture of computers and peripheral equipment;
334118;1;2620;1;Manufacture of computers and peripheral equipment;
334210;1;2630;1;Manufacture of communication equipment;
334220;1;2630;1;Manufacture of communication equipment;
334220;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334220;1;3030;1;Manufacture of air and spacecraft and related machinery;
334290;1;2630;1;Manufacture of communication equipment;
334290;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334290;1;2790;1;Manufacture of other electrical equipment;
334290;1;3020;1;Manufacture of railway locomotives and rolling stock;
334310;1;2640;1;Manufacture of consumer electronics;
334412;1;2610;1;Manufacture of electronic components and boards;
334413;1;2610;1;Manufacture of electronic components and boards;
334416;1;2610;1;Manufacture of electronic components and boards;
334417;1;2610;1;Manufacture of electronic components and boards;
334418;1;2610;1;Manufacture of electronic components and boards;
334419;1;2610;1;Manufacture of electronic components and boards;
334510;1;2660;1;Manufacture of irradiation, electromedical and electrotherapeutic equipment;
334511;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334512;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334513;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334514;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334514;1;2652;1;Manufacture of watches and clocks;
334515;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334516;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334517;1;2660;1;Manufacture of irradiation, electromedical and electrotherapeutic equipment;
334519;1;2651;1;Manufacture of measuring, testing, navigating, and control equipment;
334519;1;2652;1;Manufacture of watches and clocks;
334613;1;2680;0;Manufacture of magnetic and optical media;
334614;1;1820;0;Reproduction of recorded media;
335110;1;2740;1;Manufacture of electric lighting equipment;
335121;1;2740;1;Manufacture of electric lighting equipment;
335122;1;2740;1;Manufacture of electric lighting equipment;
335129;1;1399;1;Manufacture of other textiles n.e.c.;
335129;1;2740;1;Manufacture of electric lighting equipment;
335129;1;2790;1;Manufacture of other electrical equipment;
335210;1;2750;1;Manufacture of domestic appliances;
335220;1;2750;1;Manufacture of domestic appliances;
335311;1;2710;1;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;
335312;1;2710;1;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;
335313;1;2710;1;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;
335314;1;2710;1;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;
335314;1;2790;1;Manufacture of other electrical equipment;
335911;1;2720;1;Manufacture of batteries and accumulators;
335912;1;2720;1;Manufacture of batteries and accumulators;
335921;1;2731;0;Manufacture of fibre optic cables;
335929;1;2732;1;Manufacture of other electronic and electric wires and cables;
335931;1;2733;1;Manufacture of wiring devices;
335932;1;2733;1;Manufacture of wiring devices;
335991;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
335991;1;2790;1;Manufacture of other electrical equipment;
335999;1;2790;1;Manufacture of other electrical equipment;
336111;1;2910;1;Manufacture of motor vehicles;
336112;1;2910;1;Manufacture of motor vehicles;
336120;1;2910;1;Manufacture of motor vehicles;
336211;1;2816;1;Manufacture of lifting and handling equipment;
336211;1;2910;1;Manufacture of motor vehicles;
336211;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
336211;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336212;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
336213;1;2910;1;Manufacture of motor vehicles;
336214;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
336310;1;2811;1;Manufacture of engines and turbines, except aircraft, vehicle and cycle engines;
336310;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336310;1;2910;1;Manufacture of motor vehicles;
336310;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336320;1;2740;1;Manufacture of electric lighting equipment;
336320;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336320;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336330;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336330;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336340;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
336340;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336340;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336350;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
336350;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336360;1;1392;1;Manufacture of made-up textile articles, except apparel;
336360;1;1399;1;Manufacture of other textiles n.e.c.;
336360;1;2220;1;Manufacture of plastics products;
336360;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336360;1;3011;1;Building of ships and floating structures;
336360;1;3020;1;Manufacture of railway locomotives and rolling stock;
336360;1;3030;1;Manufacture of air and spacecraft and related machinery;
336370;1;2591;1;"Forging, pressing, stamping and roll-forming or metal; powder metallurgy";
336390;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336390;1;2819;1;Manufacture of other general-purpose machinery;
336390;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336411;1;3030;1;Manufacture of air and spacecraft and related machinery;
336412;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
336412;1;3030;1;Manufacture of air and spacecraft and related machinery;
336413;1;3030;1;Manufacture of air and spacecraft and related machinery;
336414;1;3030;1;Manufacture of air and spacecraft and related machinery;
336415;1;3030;1;Manufacture of air and spacecraft and related machinery;
336419;1;3030;1;Manufacture of air and spacecraft and related machinery;
336510;1;2910;1;Manufacture of motor vehicles;
336510;1;3020;1;Manufacture of railway locomotives and rolling stock;
336611;1;3011;1;Building of ships and floating structures;
336611;1;3315;1;Repair of transport equipment, except motor vehicles;
336612;1;3012;1;Building of pleasure and sporting boats;
336991;1;3091;1;Manufacture of motorcycles;
336991;1;3092;1;Manufacture of bicycles and invalid carriages;
336992;1;3040;0;Manufacture of military fighting vehicles;
336999;1;2910;1;Manufacture of motor vehicles;
336999;1;2930;1;Manufacture of parts and accessories for motor vehicles;
336999;1;3012;1;Building of pleasure and sporting boats;
336999;1;3099;1;Manufacture of other transport equipment n.e.c.;
337110;1;3100;1;Manufacture of furniture;
337121;1;3100;1;Manufacture of furniture;
337122;1;3100;1;Manufacture of furniture;
337124;1;3100;1;Manufacture of furniture;
337125;1;3100;1;Manufacture of furniture;
337127;1;3100;1;Manufacture of furniture;
337127;1;3250;1;Manufacture of medical and dental instruments and supplies;
337211;1;3100;1;Manufacture of furniture;
337212;1;3100;1;Manufacture of furniture;
337214;1;3100;1;Manufacture of furniture;
337215;1;1622;1;Manufacture of builders' carpentry and joinery;
337215;1;2220;1;Manufacture of plastics products;
337215;1;2511;1;Manufacture of structural metal products;
337215;1;3100;1;Manufacture of furniture;
337910;1;2219;1;Manufacture of other rubber products;
337910;1;2220;1;Manufacture of plastics products;
337910;1;3100;1;Manufacture of furniture;
337920;1;1392;1;Manufacture of made-up textile articles, except apparel;
337920;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
337920;1;2220;1;Manufacture of plastics products;
337920;1;2593;1;Manufacture of cutlery, hand tools and general hardware;
337920;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
339112;1;3250;1;Manufacture of medical and dental instruments and supplies;
339113;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
339113;1;2813;1;Manufacture of other pumps, compressors, taps and valves;
339113;1;3092;1;Manufacture of bicycles and invalid carriages;
339113;1;3250;1;Manufacture of medical and dental instruments and supplies;
339113;1;3290;1;Other manufacturing n.e.c.;
339114;1;3250;1;Manufacture of medical and dental instruments and supplies;
339115;1;3250;1;Manufacture of medical and dental instruments and supplies;
339116;1;3250;1;Manufacture of medical and dental instruments and supplies;
339910;1;2592;1;"Treatment and coating of metals; machining";
339910;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
339910;1;3211;1;Manufacture of jewellery and related articles;
339910;1;3212;0;Manufacture of imitation jewellery and related articles;
339920;1;2219;1;Manufacture of other rubber products;
339920;1;2829;1;Manufacture of other special-purpose machinery;
339920;1;3220;1;Manufacture of musical instruments;
339920;1;3230;1;Manufacture of sports goods;
339920;1;3240;1;Manufacture of games and toys;
339930;1;2640;1;Manufacture of consumer electronics;
339930;1;3092;1;Manufacture of bicycles and invalid carriages;
339930;1;3230;1;Manufacture of sports goods;
339930;1;3240;1;Manufacture of games and toys;
339940;1;1399;1;Manufacture of other textiles n.e.c.;
339940;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
339940;1;1701;1;Manufacture of pulp, paper and paperboard;
339940;1;1709;1;Manufacture of other articles of paper and paperboard;
339940;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
339940;1;2817;1;Manufacture of office machinery and equipment (except computers and peripheral equipment);
339940;1;2819;1;Manufacture of other general-purpose machinery;
339940;1;3290;1;Other manufacturing n.e.c.;
339950;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
339950;1;1811;1;Printing;
339950;1;2220;1;Manufacture of plastics products;
339950;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
339950;1;2790;1;Manufacture of other electrical equipment;
339991;1;1399;1;Manufacture of other textiles n.e.c.;
339991;1;1512;1;Manufacture of luggage, handbags and the like, saddlery and harness;
339991;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
339991;1;1709;1;Manufacture of other articles of paper and paperboard;
